BracketEntryId,SemifinalWinner_East_West,SemifinalWinner_South_Midwest,NationalChampion
1016647,UConn,Marquette,UConn
2312280,UConn,Duke,UConn
2420401,North Carolina,Houston,North Carolina
3140666,UConn,Houston,UConn
1696029,UConn,Tennessee,UConn
280166,UConn,Houston,UConn
1924451,UConn,Houston,UConn
1230968,UConn,Tennessee,UConn
2701672,UConn,Marquette,UConn
183959,UConn,Gonzaga,UConn
1991168,UConn,Purdue,UConn
1458015,UConn,Duke,UConn
3047000,UConn,Purdue,UConn
620860,Auburn,Houston,Houston
2185524,UConn,Purdue,UConn
619123,UConn,Houston,UConn
412995,Iowa St.,Houston,Houston
3138455,UConn,Kentucky,Kentucky
2640737,Iowa St.,Oakland,Oakland
733144,UConn,Houston,UConn
1621755,UConn,Houston,UConn
1760684,Iowa St.,Tennessee,Tennessee
1395145,UConn,Purdue,UConn
211911,UConn,Houston,UConn
716690,UConn,Houston,UConn
1001938,UConn,Kentucky,UConn
2108383,North Carolina,Duke,North Carolina
3490588,UConn,Tennessee,UConn
3634487,UConn,Creighton,UConn
294464,UConn,Kentucky,UConn
2429337,UConn,Tennessee,UConn
3062677,UConn,Houston,UConn
1793624,Iowa St.,Tennessee,Iowa St.
1788844,UConn,Creighton,UConn
2921316,Arizona,Texas Tech,Arizona
3672553,UConn,Houston,UConn
2968876,UConn,Houston,UConn
87281,UConn,Houston,UConn
2222201,Iowa St.,Kentucky,Kentucky
2232689,UConn,Purdue,UConn
2671110,Duquesne,Saint Peter's,Saint Peter's
2630275,UConn,Houston,UConn
1280182,UConn,Houston,UConn
553883,UConn,Houston,UConn
2556891,UConn,Houston,UConn
3589437,UConn,Purdue,UConn
3078383,Iowa St.,Houston,Houston
2488832,UConn,Houston,UConn
2021296,UConn,Houston,UConn
3238323,UConn,Houston,UConn
2867003,UConn,Houston,UConn
3267805,UConn,Purdue,UConn
2512836,UConn,Houston,UConn
2566484,UConn,Houston,UConn
2196683,Iowa St.,Houston,Houston
3277770,UConn,Purdue,UConn
286233,UConn,Houston,UConn
1880073,UConn,Duke,UConn
784216,Arizona,Houston,Houston
3458664,UConn,Creighton,UConn
513162,UConn,Houston,UConn
1632751,UConn,Purdue,UConn
1134493,UConn,Purdue,UConn
979003,North Carolina,Kentucky,North Carolina
2033859,UConn,Tennessee,UConn
2298434,UConn,Kentucky,Kentucky
2779328,UConn,Purdue,UConn
1462870,Iowa St.,Creighton,Iowa St.
3483595,UConn,Houston,UConn
3033475,UConn,Purdue,UConn
2484808,UConn,Houston,UConn
2268332,UConn,Houston,UConn
2846425,Auburn,Gonzaga,Auburn
1317517,UConn,Houston,UConn
1462699,Iowa St.,Duke,Iowa St.
66577,UConn,Purdue,UConn
3811857,North Carolina,Houston,North Carolina
1789757,Iowa St.,Houston,Houston
3526966,Iowa St.,Creighton,Iowa St.
3556597,Iowa St.,Houston,Houston
540719,UConn,Houston,UConn
1391625,UConn,Houston,Houston
1888694,UConn,Houston,UConn
779698,North Carolina,Tennessee,North Carolina
3133654,UConn,Houston,UConn
598806,UConn,Kentucky,UConn
2359593,Arizona,Houston,Houston
1554456,Arizona,Houston,Houston
2618543,UConn,Houston,UConn
1909564,UConn,Marquette,UConn
2494731,UConn,Houston,UConn
511710,North Carolina,Creighton,North Carolina
751753,UConn,Kentucky,UConn
1568736,Auburn,Longwood,Auburn
3001668,UConn,Marquette,UConn
1682869,UConn,Duke,UConn
3090999,North Carolina,Tennessee,North Carolina
3238345,Arizona,Houston,Houston
1606114,UConn,Houston,UConn
3010485,UConn,Houston,UConn
3305759,Iowa St.,Houston,Houston
1631808,UConn,Tennessee,UConn
1073625,UConn,Houston,UConn
639998,UConn,Marquette,UConn
1336504,Arizona,Houston,Houston
590249,UConn,Tennessee,UConn
389017,Auburn,Houston,Houston
3018132,UConn,Houston,UConn
2965791,UConn,Marquette,UConn
1629032,UConn,Houston,UConn
162061,UConn,Houston,UConn
725593,North Carolina,Houston,Houston
1757503,UConn,Purdue,UConn
3488755,UConn,Houston,UConn
2502905,Iowa St.,Marquette,Iowa St.
1954068,Iowa St.,Houston,Houston
2334507,UConn,Houston,UConn
3617660,Auburn,Marquette,Marquette
2015339,UConn,Creighton,UConn
1271046,UConn,Houston,UConn
662631,UConn,Purdue,UConn
1692279,Arizona,Houston,Houston
2394479,Arizona,Purdue,Purdue
2054491,UConn,Purdue,UConn
1388180,Saint Mary's,Houston,Houston
243851,UConn,Houston,UConn
2569023,Iowa St.,Purdue,Purdue
3718539,UConn,Tennessee,UConn
472198,UConn,Houston,UConn
2890580,UConn,Houston,UConn
1566977,North Carolina,Tennessee,North Carolina
3370711,Iowa St.,Purdue,Purdue
2457448,UConn,Purdue,Purdue
2248736,UConn,Houston,UConn
2902306,North Carolina,Purdue,Purdue
3325346,UConn,Houston,UConn
2516847,North Carolina,Tennessee,North Carolina
3338678,Iowa St.,NC State,NC State
234921,UConn,Duke,UConn
3122398,UConn,Purdue,UConn
411510,UConn,Houston,UConn
2064806,UConn,Houston,UConn
3384270,UConn,Houston,UConn
2891946,UConn,Houston,UConn
2153319,UConn,Houston,UConn
648126,UConn,Houston,UConn
3551658,UConn,Kentucky,UConn
2758827,Arizona,Houston,Houston
2286379,UConn,Kentucky,UConn
2198891,UConn,Houston,UConn
1472688,UConn,Houston,UConn
746161,Illinois,Houston,Illinois
3539781,UConn,Houston,UConn
314781,UConn,Purdue,UConn
3424353,UConn,Kentucky,UConn
3606482,North Carolina,Kentucky,North Carolina
1496204,North Carolina,Tennessee,North Carolina
3715204,UConn,Purdue,UConn
1358606,Arizona,Purdue,Purdue
2264615,UConn,Purdue,UConn
1486252,UConn,Purdue,UConn
1573275,UConn,Houston,UConn
2604105,UConn,Purdue,UConn
3145815,UConn,Houston,UConn
963568,Illinois,Wisconsin,Illinois
3277315,UConn,Purdue,UConn
2775229,UConn,Purdue,UConn
3401421,Stetson,Longwood,Stetson
1810829,North Carolina,Marquette,North Carolina
2629094,UConn,Houston,UConn
2674863,UConn,Purdue,UConn
2819669,North Carolina,Houston,Houston
1165887,UConn,Kentucky,UConn
1638694,UConn,Purdue,UConn
737239,UConn,Houston,UConn
3174808,Iowa St.,Houston,Houston
390564,UConn,Houston,UConn
1728071,Arizona,Purdue,Purdue
2984266,Auburn,Tennessee,Auburn
3408627,UConn,Kentucky,UConn
2331625,UConn,Tennessee,UConn
1568403,UConn,Houston,UConn
1435116,UConn,Houston,UConn
1498046,UConn,Tennessee,UConn
2055643,UConn,Tennessee,UConn
1233873,Auburn,Tennessee,Tennessee
1597840,UConn,Kentucky,UConn
2900427,UConn,Houston,UConn
2792793,UConn,Houston,UConn
2426531,UConn,Purdue,UConn
1520888,Arizona,Houston,Houston
3127505,Illinois,Tennessee,Tennessee
332536,UConn,Houston,UConn
2588630,Iowa St.,Houston,Houston
2743596,UConn,Tennessee,UConn
3010438,UConn,Houston,UConn
1720209,UConn,Kentucky,Kentucky
2945310,UConn,Tennessee,UConn
2623394,UConn,Kentucky,UConn
2002784,UConn,Marquette,UConn
3215132,UConn,Purdue,UConn
3103998,UConn,Kentucky,Kentucky
370296,UConn,Houston,UConn
82595,UConn,Purdue,UConn
1431786,UConn,Tennessee,UConn
1114066,UConn,Houston,UConn
483634,Auburn,Purdue,Purdue
2583238,UConn,Houston,UConn
372925,UConn,Purdue,UConn
2073143,Stetson,Grambling St.,Stetson
2915652,UConn,Houston,UConn
1627964,UConn,Houston,UConn
1566196,Illinois,Kentucky,Kentucky
1487132,UConn,Purdue,UConn
1539873,Auburn,Houston,Houston
986791,UConn,Houston,UConn
1166048,UConn,Kentucky,UConn
3460926,North Carolina,Houston,North Carolina
2936182,UConn,Kentucky,UConn
964606,Iowa St.,Houston,Houston
1459145,Illinois,Houston,Houston
571609,UConn,Purdue,UConn
1251749,Alabama,Kentucky,Kentucky
3599788,UConn,Houston,UConn
2889841,Arizona,Houston,Houston
3232571,UConn,Houston,UConn
3173545,UConn,Purdue,UConn
2879777,UConn,Houston,UConn
3042201,UConn,Gonzaga,UConn
306129,UConn,Houston,UConn
2290791,Auburn,Tennessee,Tennessee
254120,UConn,Purdue,UConn
2107157,North Carolina,Houston,North Carolina
2996500,North Carolina,Houston,Houston
310099,Arizona,Kentucky,Arizona
2620392,Iowa St.,Tennessee,Iowa St.
3735633,Michigan St.,Creighton,Creighton
2569050,UConn,Houston,UConn
2811621,UConn,Houston,UConn
2325063,UConn,Houston,UConn
65844,UConn,Houston,UConn
2925693,UConn,Purdue,UConn
1212654,Illinois,Purdue,Illinois
2825657,Iowa St.,Houston,Houston
1747422,UConn,Houston,UConn
1358087,UConn,Purdue,UConn
2784095,UConn,Houston,UConn
583638,UConn,Kentucky,UConn
2568926,UConn,Houston,UConn
2728132,Iowa St.,Marquette,Iowa St.
2209287,UConn,Houston,UConn
2885333,UConn,Marquette,UConn
1842167,North Carolina,Texas A&M,Texas A&M
813640,UConn,Houston,UConn
3426220,UConn,Houston,UConn
3083446,UConn,Kentucky,UConn
3531459,UConn,Kentucky,UConn
2463441,North Carolina,Houston,North Carolina
2680859,UConn,Houston,UConn
568545,UConn,Houston,UConn
1589047,North Carolina,Houston,Houston
3575109,UConn,McNeese,McNeese
2599504,UConn,Purdue,UConn
882818,UConn,Tennessee,UConn
521415,North Carolina,Kentucky,North Carolina
2107373,UConn,Kentucky,UConn
1211950,Auburn,Purdue,Purdue
2297166,Auburn,Kentucky,Kentucky
323293,UConn,Houston,UConn
1237898,UConn,Houston,UConn
3351819,UConn,Houston,UConn
2285317,Saint Mary's,Kentucky,Kentucky
809576,UConn,Tennessee,UConn
454006,Baylor,Kansas,Kansas
335008,UConn,Houston,UConn
1549507,Iowa St.,Purdue,Purdue
2761676,UConn,Houston,UConn
2579127,UConn,Kentucky,UConn
712136,UConn,Houston,UConn
1969747,North Carolina,Houston,North Carolina
2708234,UConn,Purdue,UConn
3389002,UConn,Houston,UConn
884599,UConn,Kentucky,Kentucky
1568339,Auburn,Houston,Houston
206712,UConn,Houston,UConn
710286,North Carolina,Purdue,Purdue
272533,UConn,Tennessee,UConn
2977316,UConn,Houston,UConn
3351955,UConn,Kentucky,UConn
2241584,North Carolina,Houston,North Carolina
2295341,UConn,Houston,UConn
694392,UConn,Kentucky,UConn
3024295,UConn,Tennessee,UConn
1452394,UConn,Houston,UConn
607358,Illinois,Grambling St.,Illinois
3554271,North Carolina,Kentucky,North Carolina
1092276,UConn,Houston,UConn
2070944,North Carolina,Kentucky,North Carolina
3758097,UConn,Houston,UConn
333483,UConn,Houston,UConn
2190205,Iowa St.,Creighton,Iowa St.
1223900,UConn,Creighton,UConn
3308809,UConn,Kentucky,UConn
1226224,North Carolina,Purdue,Purdue
1934340,UConn,Marquette,UConn
1462280,UConn,Tennessee,UConn
1398661,UConn,Kentucky,UConn
1155206,UConn,Houston,UConn
3095213,UConn,Purdue,UConn
2384183,Arizona,Houston,Houston
1124814,Arizona,Marquette,Arizona
833979,UConn,Houston,UConn
2319884,UConn,Houston,UConn
3194091,North Carolina,Houston,North Carolina
1128833,UConn,Houston,UConn
390718,UConn,Purdue,UConn
2577516,UConn,Houston,UConn
920028,North Carolina,Creighton,North Carolina
3302732,North Carolina,Houston,North Carolina
2219093,UConn,Houston,UConn
3480483,Clemson,Kentucky,Kentucky
746837,Iowa St.,Kentucky,Kentucky
2478190,Auburn,Kentucky,Kentucky
2726181,UConn,Wisconsin,UConn
3380596,Arizona,Marquette,Arizona
223470,North Carolina,Houston,Houston
3126870,UConn,Houston,UConn
2199024,North Carolina,Purdue,Purdue
1547622,North Carolina,Marquette,North Carolina
1121028,Arizona,Houston,Houston
597307,UConn,Purdue,UConn
1466118,UConn,Houston,UConn
449077,North Carolina,Tennessee,North Carolina
1188041,Auburn,Kentucky,Auburn
1618375,UConn,Kentucky,UConn
1707728,Baylor,Houston,Houston
1400279,Auburn,Kentucky,Kentucky
1170204,Auburn,Kentucky,Kentucky
3629707,Auburn,Houston,Houston
767065,North Carolina,Houston,North Carolina
2954576,Arizona,Houston,Houston
795322,North Carolina,Kentucky,North Carolina
3335516,UConn,Houston,UConn
224777,UConn,Houston,UConn
660795,UConn,Purdue,UConn
2955881,Arizona,Houston,Houston
951816,UConn,Houston,UConn
3600426,UConn,Kentucky,UConn
3526574,North Carolina,Kentucky,North Carolina
2812084,Iowa St.,Houston,Houston
2511668,Dayton,Duke,Duke
2012263,Alabama,Kentucky,Alabama
130491,Illinois,Kentucky,Illinois
454987,UConn,Tennessee,UConn
2936801,Iowa St.,Creighton,Iowa St.
3267001,UConn,Houston,UConn
1641288,UConn,Duke,UConn
2754438,UConn,Houston,UConn
1761484,UConn,Houston,UConn
1771868,Iowa St.,Creighton,Iowa St.
242628,UConn,Houston,UConn
2775516,North Carolina,Houston,Houston
1957860,UConn,Houston,UConn
2593912,Arizona,Houston,Houston
698285,Iowa St.,Houston,Iowa St.
42286,UConn,Purdue,UConn
3498865,Iowa St.,Kentucky,Kentucky
2729245,Iowa St.,Purdue,Purdue
291854,Arizona,Houston,Arizona
3063849,UConn,Purdue,Purdue
2175901,UConn,Houston,UConn
1257497,UConn,Houston,UConn
1509894,UConn,Kansas,UConn
3028850,UConn,Tennessee,UConn
2883140,UConn,Purdue,UConn
2263224,North Carolina,Houston,Houston
2777624,UConn,Houston,UConn
961390,UConn,Houston,UConn
2409865,Iowa St.,Houston,Iowa St.
518981,UConn,Houston,UConn
1313976,UConn,Marquette,UConn
2064759,Alabama,Purdue,Purdue
720981,Iowa St.,Houston,Houston
2880343,Arizona,Marquette,Arizona
2487732,North Carolina,Houston,Houston
1583463,North Carolina,Purdue,Purdue
1863770,UConn,Purdue,UConn
721423,Illinois,Purdue,Purdue
915534,Arizona,Purdue,Purdue
3628999,UConn,Houston,UConn
3158266,Arizona,Kentucky,Arizona
117552,UConn,Houston,UConn
3121571,UConn,Houston,UConn
155637,North Carolina,Houston,Houston
2791549,UConn,Purdue,UConn
2965993,North Carolina,Tennessee,North Carolina
2256310,UConn,Tennessee,UConn
801612,Auburn,Duke,Duke
1528137,UConn,McNeese,McNeese
1310706,UConn,Kentucky,UConn
1284680,Baylor,Houston,Houston
905520,North Carolina,Houston,Houston
1491039,UConn,Kentucky,UConn
1639040,Arizona,Houston,Houston
1305590,UConn,Houston,UConn
385768,UConn,Tennessee,UConn
1583923,Illinois,Purdue,Illinois
2335827,UConn,Houston,UConn
1310910,UConn,Houston,UConn
563451,Auburn,Kentucky,Kentucky
3219936,North Carolina,Duke,North Carolina
3484793,UConn,Houston,UConn
3165237,Iowa St.,Purdue,Purdue
2295585,UConn,Tennessee,UConn
2371446,UConn,Houston,UConn
774670,UConn,Purdue,UConn
2847942,UConn,Houston,UConn
3660187,UConn,Houston,UConn
2884994,North Carolina,Kentucky,North Carolina
1500904,UConn,Houston,UConn
39412,UConn,Houston,UConn
330874,Iowa St.,Tennessee,Iowa St.
1643879,UConn,Marquette,UConn
2300847,Illinois,Duke,Illinois
2342252,UConn,Purdue,Purdue
2278354,Arizona,Houston,Houston
3242316,UConn,Houston,UConn
3140058,UConn,Houston,UConn
36004,North Carolina,Houston,Houston
2292590,UConn,Houston,UConn
3111219,UConn,Purdue,UConn
68427,UConn,Marquette,UConn
2853201,UConn,Marquette,UConn
1763717,UConn,Houston,UConn
1743665,North Carolina,Creighton,North Carolina
3318428,UConn,Houston,UConn
2048769,UConn,Purdue,UConn
1610701,UConn,Houston,UConn
762589,Iowa St.,Purdue,Purdue
3023648,Mississippi St.,Florida,Florida
2211179,North Carolina,Kentucky,Kentucky
825736,Iowa St.,Marquette,Iowa St.
2792567,UConn,Duke,UConn
1580020,UConn,Marquette,UConn
780618,UConn,Houston,UConn
2209340,UConn,Houston,UConn
845244,North Carolina,Kentucky,North Carolina
2222779,Iowa St.,Houston,Houston
813631,North Carolina,Kentucky,North Carolina
1262306,UConn,Wisconsin,UConn
1178592,North Carolina,Tennessee,North Carolina
1556900,UConn,Houston,UConn
613670,UConn,Purdue,Purdue
605481,UConn,Houston,UConn
3498297,UConn,Houston,UConn
2178928,Iowa St.,Houston,Iowa St.
872492,UConn,Tennessee,UConn
1700289,UConn,Duke,UConn
576107,UConn,Tennessee,UConn
3446261,UConn,Kentucky,UConn
576544,UConn,McNeese,McNeese
1503027,UConn,Houston,UConn
209708,UConn,Houston,UConn
1883160,UConn,Houston,UConn
3522168,North Carolina,Purdue,Purdue
2087734,North Carolina,Kansas,North Carolina
534520,UConn,Houston,UConn
2747101,Iowa St.,Gonzaga,Iowa St.
1572875,FAU,Marquette,FAU
1727994,UConn,Houston,UConn
2185677,UConn,Kansas,UConn
2596157,Arizona,Houston,Houston
3617889,UConn,Houston,UConn
2279831,Arizona,Marquette,Arizona
1164152,UConn,Duke,UConn
2607070,UConn,Purdue,UConn
131565,Baylor,Houston,Houston
2145926,UConn,Purdue,UConn
3067344,UConn,Houston,UConn
1434019,North Carolina,Marquette,North Carolina
2746180,Auburn,Houston,Houston
1816840,Auburn,Tennessee,Tennessee
3817227,UConn,Purdue,Purdue
437230,UConn,Purdue,UConn
2180579,North Carolina,Kentucky,North Carolina
2068233,UConn,Purdue,Purdue
2821609,UConn,Houston,Houston
1164297,UConn,Houston,UConn
1177288,UConn,Kentucky,UConn
2976064,UConn,Purdue,UConn
2913597,UConn,Houston,UConn
304708,Auburn,Kentucky,Kentucky
2428345,Arizona,Houston,Houston
632523,UConn,Purdue,UConn
3356684,Arizona,Tennessee,Arizona
3636353,UConn,Houston,UConn
2117014,UConn,Houston,UConn
276724,UConn,Houston,UConn
3648351,UConn,Gonzaga,Gonzaga
272883,North Carolina,Purdue,Purdue
1995380,Arizona,Marquette,Arizona
2508148,Iowa St.,Purdue,Purdue
2989460,Stetson,Longwood,Stetson
1406699,UConn,Houston,UConn
2431356,UConn,Houston,UConn
3450789,UConn,Houston,UConn
907662,North Carolina,Tennessee,North Carolina
3094527,Iowa St.,Purdue,Purdue
2551135,UConn,Houston,UConn
2124685,UConn,Houston,UConn
248232,UConn,Houston,UConn
2121953,UConn,Purdue,UConn
3667879,UConn,Marquette,UConn
514157,UConn,Tennessee,UConn
314951,North Carolina,Houston,Houston
1944302,Iowa St.,Kentucky,Iowa St.
874473,Wagner,Creighton,Creighton
3656152,North Carolina,Purdue,North Carolina
2377643,UConn,Houston,UConn
2421210,UConn,Creighton,UConn
1120462,North Carolina,Marquette,North Carolina
718820,UConn,Duke,UConn
2389102,UConn,Tennessee,UConn
3196221,UConn,Houston,UConn
359128,UConn,Houston,UConn
1483614,UConn,Purdue,UConn
1811424,Iowa St.,Tennessee,Iowa St.
1439746,UConn,Houston,UConn
795424,UConn,Houston,UConn
410430,North Carolina,Marquette,North Carolina
2234761,UConn,Purdue,UConn
2294473,UConn,Houston,UConn
1579871,North Carolina,Duke,North Carolina
1335687,UConn,Purdue,UConn
1973495,North Carolina,Purdue,North Carolina
3390578,UConn,Kentucky,Kentucky
2854313,North Carolina,Purdue,Purdue
1319599,UConn,Houston,UConn
3110873,San Diego St.,Florida,Florida
2658957,North Carolina,Kentucky,North Carolina
1101253,UConn,Oregon,UConn
1634460,UConn,Houston,UConn
984984,Arizona,Houston,Houston
2040487,UConn,Houston,UConn
454227,Iowa St.,Gonzaga,Gonzaga
215644,North Carolina,Purdue,North Carolina
1179641,UConn,Tennessee,UConn
1056698,UConn,Houston,UConn
1288072,Alabama,Houston,Houston
1851206,UConn,Marquette,UConn
823541,UConn,Gonzaga,UConn
2154901,North Carolina,Houston,North Carolina
286512,North Carolina,Houston,Houston
3677764,UConn,Tennessee,UConn
3021760,Iowa St.,Houston,Iowa St.
2462599,UConn,Houston,UConn
3521822,North Carolina,Purdue,Purdue
1307269,UConn,Houston,UConn
2151164,UConn,Houston,UConn
1222141,Illinois,Purdue,Purdue
854842,UConn,Tennessee,UConn
2187369,UConn,Purdue,UConn
236685,UConn,Kentucky,UConn
1016248,UConn,Kentucky,UConn
1820194,UConn,Houston,UConn
3354175,UConn,Tennessee,UConn
2277446,North Carolina,Houston,North Carolina
13187,UConn,Houston,UConn
863869,UConn,Marquette,UConn
3250380,UConn,Houston,UConn
2737160,UConn,Houston,UConn
570148,UConn,Marquette,UConn
3422581,UConn,Kansas,UConn
2947789,UConn,Houston,UConn
2543689,UConn,Houston,UConn
1250550,UConn,Houston,UConn
2585820,Iowa St.,Purdue,Purdue
817488,Arizona,Marquette,Arizona
242889,UConn,Texas,UConn
3305061,UConn,Marquette,UConn
1117416,UConn,Houston,UConn
3118318,Iowa St.,Kentucky,Iowa St.
1015860,UConn,Houston,UConn
1532755,UConn,Marquette,UConn
3010214,UConn,Houston,UConn
2379472,UConn,Houston,UConn
1392308,Michigan St.,Wisconsin,Michigan St.
2587650,Washington St.,Houston,Washington St.
2067709,North Carolina,Marquette,North Carolina
3049406,UConn,Tennessee,UConn
2382412,UConn,Houston,UConn
1937079,North Carolina,Houston,Houston
2853236,UConn,Houston,UConn
2593877,UConn,Kentucky,UConn
2675857,Iowa St.,Houston,Houston
2116655,Alabama,Creighton,Creighton
3116399,UConn,Houston,UConn
3287775,UConn,Purdue,UConn
1117987,Arizona,Marquette,Arizona
2865996,UConn,Houston,UConn
677283,UConn,Houston,UConn
633927,Iowa St.,Kentucky,Kentucky
3190579,UConn,Duke,UConn
735703,Iowa St.,Houston,Houston
357034,UConn,Houston,UConn
1168048,UConn,Kentucky,UConn
2656394,UConn,Purdue,UConn
2738109,UConn,Houston,UConn
1330309,UConn,Purdue,UConn
2860322,UConn,Houston,UConn
3388847,UConn,Houston,UConn
2269294,Auburn,Houston,Houston
2985563,North Carolina,Tennessee,North Carolina
2327302,North Carolina,Kentucky,Kentucky
2649113,UConn,Purdue,UConn
741240,Iowa St.,Houston,Houston
1522397,UConn,Purdue,UConn
3085681,UConn,Houston,UConn
1175011,UConn,Marquette,UConn
1438712,Yale,Houston,Yale
1662685,UConn,Houston,UConn
1192493,Auburn,Houston,Houston
2921451,North Carolina,Tennessee,North Carolina
1752898,UConn,Houston,UConn
3626445,North Carolina,Kentucky,North Carolina
125652,Iowa St.,Kentucky,Kentucky
3018611,Morehead St.,Saint Peter's,Saint Peter's
2595289,UConn,Purdue,UConn
1186332,Iowa St.,Houston,Houston
3599503,UConn,Purdue,UConn
480632,North Carolina,Houston,Houston
135496,UConn,Houston,UConn
2982817,UConn,Purdue,UConn
1244239,North Carolina,Houston,North Carolina
1034581,North Carolina,Kentucky,North Carolina
2220131,North Carolina,Kentucky,North Carolina
1363362,UConn,Houston,UConn
663961,UConn,Houston,UConn
1442661,UConn,Houston,UConn
318864,Auburn,Tennessee,Auburn
2354671,UConn,Houston,UConn
629006,North Carolina,Kentucky,North Carolina
2529553,UConn,Gonzaga,Gonzaga
386576,North Carolina,Purdue,North Carolina
2622768,UConn,Kentucky,UConn
2738106,UConn,Houston,UConn
2673579,North Carolina,Houston,Houston
3592303,North Carolina,Houston,North Carolina
420138,UConn,Purdue,UConn
890836,North Carolina,Purdue,Purdue
717193,UConn,Marquette,UConn
1311816,UConn,Duke,UConn
2889160,UConn,Houston,UConn
3833803,UConn,Purdue,UConn
1177277,UConn,Houston,UConn
2960845,Iowa St.,Houston,Houston
2056129,Iowa St.,Houston,Houston
2188607,BYU,Purdue,BYU
2744541,Mississippi St.,Kentucky,Kentucky
2294710,UConn,Kentucky,Kentucky
2374200,Arizona,Kentucky,Arizona
651021,UConn,Purdue,UConn
3461925,UConn,Marquette,UConn
742953,Iowa St.,Houston,Houston
1605745,North Carolina,Texas Tech,North Carolina
